name,ideology,ideology_icon,city,state,is_statewide,is_headquarters,group,latitude,longitude,ideology_link,group_link,latitude_longitude_appended
Texas Rebel Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Quinlan,Texas,FALSE,TRUE,,32.91,-96.13,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"32.91, -96.13"
Stop the Islamization of the World,Anti-Muslim,anti-muslim,Houston,Texas,FALSE,FALSE,,29.76,-95.36,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"29.76, -95.36"
Israel United In Christ,Black Separatist,black-separatist,Dallas,Texas,FALSE,FALSE,,32.87,-96.88,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"32.87, -96.88"
Israel United In Christ,Black Separatist,black-separatist,Houston,Texas,FALSE,FALSE,,29.67,-95.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"29.67, -95.58"
Israel United In Christ,Black Separatist,black-separatist,Austin,Texas,FALSE,FALSE,,30.26,-97.74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"30.26, -97.74"
Israel United In Christ,Black Separatist,black-separatist,Corpus Christi,Texas,FALSE,FALSE,,27.8,-97.39,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"27.8, -97.39"
Israel United In Christ,Black Separatist,black-separatist,San Antonio,Texas,FALSE,FALSE,,29.42,-98.49,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"29.42, -98.49"
Conservative Republicans of Texas,Anti-LGBT,anti-lgbt,Houston,Texas,FALSE,FALSE,,29.73,-95.43,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"29.73, -95.43"
Repent Amarillo,General Hate,other,Amarillo,Texas,FALSE,TRUE,,35.22,-101.83,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"35.22, -101.83"
Gallows Tree Wotansvolk Alliance,Neo-Nazi,neo-nazi,,Texas,TRUE,FALSE,,31.96,-99.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"31.96, -99.9"
Bureau on American Islamic Relations,Anti-Muslim,anti-muslim,Irving,Texas,FALSE,TRUE,,32.81,-96.94,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"32.81, -96.94"
Loyal White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Fort Worth,Texas,FALSE,FALSE,,32.75,-97.33,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"32.75, -97.33"
United White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,New Boston,Texas,FALSE,TRUE,,33.45,-94.41,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"33.45, -94.41"
Aryan Renaissance Society,Neo-Nazi,neo-nazi,,Texas,TRUE,FALSE,,31.96,-99.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"31.96, -99.9"
The Daily Stormer,Neo-Nazi,neo-nazi,Dallas,Texas,FALSE,FALSE,,32.77,-96.79,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"32.77, -96.79"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Texas,TRUE,FALSE,,31.96,-99.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"31.96, -99.9"
Traditionalist Worker Party,White Nationalist,white-nationalist,Dallas,Texas,FALSE,FALSE,,32.77,-96.79,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"32.77, -96.79"
ACT for America,Anti-Muslim,anti-muslim,Dallas,Texas,FALSE,FALSE,,32.77,-96.79,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"32.77, -96.79"
ACT for America,Anti-Muslim,anti-muslim,San Antonio,Texas,FALSE,FALSE,,29.42,-98.49,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"29.42, -98.49"
ACT for America,Anti-Muslim,anti-muslim,Houston,Texas,FALSE,FALSE,,29.76,-95.36,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"29.76, -95.36"
United Klans of America,Ku Klux Klan,kkk,,Texas,TRUE,FALSE,,31.96,-99.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"31.96, -99.9"
Patriotic Brigade Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Gladewater,Texas,FALSE,TRUE,,32.53,-94.94,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"32.53, -94.94"
Yahushua Dual Seed Christian Identity Ministry,Christian Identity,christian-identity,Livingston,Texas,FALSE,TRUE,,30.71,-94.93,https://www.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity,,"30.71, -94.93"
The Daily Stormer,Neo-Nazi,neo-nazi,Wichita Falls,Texas,FALSE,FALSE,,33.91,-98.49,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"33.91, -98.49"
Militant Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Flint,Texas,FALSE,FALSE,,32.2,-95.34,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"32.2, -95.34"
The Daily Stormer,Neo-Nazi,neo-nazi,Austin,Texas,FALSE,FALSE,,30.26,-97.74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"30.26, -97.74"
Atomwaffen Division,Neo-Nazi,neo-nazi,San Antonio,Texas,FALSE,FALSE,,29.42,-98.49,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"29.42, -98.49"
Soldiers of Odin,Anti-Muslim,anti-muslim,,Texas,TRUE,FALSE,,31.96,-99.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"31.96, -99.9"
Israelite School of Universal Practical Knowledge,Black Separatist,black-separatist,,Texas,TRUE,FALSE,,31.96,-99.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"31.96, -99.9"
White Lives Matter- TX,White Nationalist,white-nationalist,,Texas,TRUE,TRUE,,31.96,-99.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"31.96, -99.9"
New Black Panther Party,Black Separatist,black-separatist,Houston,Texas,FALSE,TRUE,New Black Panther Party,29.76,-95.36,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party,"29.76, -95.36"
American Vanguard,White Nationalist,white-nationalist,,Texas,TRUE,FALSE,,31.96,-99.9,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"31.96, -99.9"
Fundamentalist Latter Day Saints,General Hate,other,Hildale,Utah,FALSE,TRUE,,37,-112.97,https://www.splcenter.org/fighting-hate/extremist-files/ideology/general-hate,,"37, -112.97"
National Socialist Movement,Neo-Nazi,neo-nazi,,Utah,TRUE,FALSE,National Socialist Movement,39.32,-111.09,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,https://www.splcenter.org/fighting-hate/extremist-files/group/national-socialist-movement,"39.32, -111.09"
American Vanguard,White Nationalist,white-nationalist,,Utah,TRUE,FALSE,,39.32,-111.09,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"39.32, -111.09"
The Daily Stormer,Neo-Nazi,neo-nazi,Burlington,Vermont,FALSE,FALSE,,44.47,-73.21,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"44.47, -73.21"
American Renaissance/New Century Foundation,White Nationalist,white-nationalist,Oakton,Virginia,FALSE,TRUE,American Renaissance,38.892351,-77.326699,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,https://www.splcenter.org/fighting-hate/extremist-files/group/american-renaissance,"38.892351, -77.326699"
American Immigration Control Foundation/Americans for Immigration Control,Anti-Immigrant,anti-immigrant,Monterey,Virginia,FALSE,TRUE,,38.41,-79.58,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant,,"38.41, -79.58"
Virginia Publishing Company,Christian Identity,christian-identity,Lynchburg,Virginia,FALSE,TRUE,,37.409999,-79.14,https://www.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity,,"37.409999, -79.14"
Nation of Islam,Black Separatist,black-separatist,Richmond,Virginia,FALSE,FALSE,Nation of Islam,37.54,-77.44,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"37.54, -77.44"
VDARE Foundation,White Nationalist,white-nationalist,Warrenton,Virginia,FALSE,TRUE,VDARE,38.713451,-77.795271,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,https://www.splcenter.org/fighting-hate/extremist-files/group/vdare,"38.713451, -77.795271"
Nation of Islam,Black Separatist,black-separatist,Norfolk,Virginia,FALSE,FALSE,Nation of Islam,36.885412,-76.26529,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/nation-islam,"36.885412, -76.26529"
Center for Perpetual Diversity,White Nationalist,white-nationalist,Arlington,Virginia,FALSE,TRUE,,38.87,-77.1,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"38.87, -77.1"
National Policy Institute,White Nationalist,white-nationalist,Alexandria,Virginia,FALSE,TRUE,,38.82,-77.05,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"38.82, -77.05"
Confederate White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Richmond,Virginia,FALSE,FALSE,,37.54,-77.43,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"37.54, -77.43"
ProEnglish,Anti-Immigrant,anti-immigrant,Arlington,Virginia,FALSE,TRUE,,38.89,-77.06,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-immigrant,,"38.89, -77.06"
IHS Press,Radical Traditional Catholicism,rad-trad-catholicism,Norfolk,Virginia,FALSE,TRUE,,36.896331,-76.305418,https://www.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism,,"36.896331, -76.305418"
"Fitzgerald Griffin Foundation, The",White Nationalist,white-nationalist,Vienna,Virginia,FALSE,TRUE,,38.89,-77.25,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"38.89, -77.25"
Washington Summit Publishers,White Nationalist,white-nationalist,Alexandria,Virginia,FALSE,TRUE,,38.82,-77.05,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"38.82, -77.05"
In the Spirit of Chartres Committee,Radical Traditional Catholicism,rad-trad-catholicism,Carrollton,Virginia,FALSE,FALSE,,36.946815,-76.560507,https://www.splcenter.org/fighting-hate/extremist-files/ideology/radical-traditional-catholicism,,"36.946815, -76.560507"
Crew 38,Racist Skinhead,racist-skinhead,,Virginia,TRUE,FALSE,,37.43,-78.65,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"37.43, -78.65"
Public Advocate of the United States,Anti-LGBT,anti-lgbt,Falls Church,Virginia,FALSE,TRUE,,38.848531,-77.139887,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"38.848531, -77.139887"
Christian Action Network,Anti-Muslim,anti-muslim,Forest,Virginia,FALSE,TRUE,,37.36,-79.28,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"37.36, -79.28"
Silver Bullet Gun Oil,Anti-Muslim,anti-muslim,Courtland,Virginia,FALSE,TRUE,,36.716261,-77.068019,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"36.716261, -77.068019"
Southern National Congress,Neo-Confederate,neo-confederate,Alexandria,Virginia,FALSE,TRUE,,38.799972,-77.050689,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,,"38.799972, -77.050689"
League of the South,Neo-Confederate,neo-confederate,Winchester,Virginia,FALSE,FALSE,League of the South,37.43,-78.65,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-confederate,https://www.splcenter.org/fighting-hate/extremist-files/group/league-south,"37.43, -78.65"
Aryan Strikeforce,Racist Skinhead,racist-skinhead,,Virginia,TRUE,FALSE,,37.43,-78.65,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"37.43, -78.65"
Radix Journal,White Nationalist,white-nationalist,Alexandria,Virginia,FALSE,TRUE,,38.82,-77.05,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"38.82, -77.05"
Black Riders Liberation Party,Black Separatist,black-separatist,,Virginia,TRUE,FALSE,,37.43,-78.65,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"37.43, -78.65"
New Black Panther Party,Black Separatist,black-separatist,Virginia Beach,Virginia,FALSE,FALSE,New Black Panther Party,36.85,-75.97,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,https://www.splcenter.org/fighting-hate/extremist-files/group/new-black-panther-party,"36.85, -75.97"
Israel United In Christ,Black Separatist,black-separatist,Hampton,Virginia,FALSE,FALSE,,37.03,-76.35,https://www.splcenter.org/fighting-hate/extremist-files/ideology/black-separatist,,"37.03, -76.35"
Wolves of Vinland,White Nationalist,white-nationalist,Lynchburg,Virginia,FALSE,TRUE,,37.41,-79.14,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"37.41, -79.14"
ACT for America,Anti-Muslim,anti-muslim,Virginia Beach,Virginia,FALSE,TRUE,,36.85,-75.97,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"36.85, -75.97"
Mass Resistance Virginia,Anti-LGBT,anti-lgbt,Yorktown,Virginia,FALSE,FALSE,,37.02,-76.34,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-lgbt,,"37.02, -76.34"
Supreme White Alliance,Racist Skinhead,racist-skinhead,,Virginia,TRUE,FALSE,,37.43,-78.65,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"37.43, -78.65"
Traditionalist Worker Party,White Nationalist,white-nationalist,Richmond,Virginia,FALSE,FALSE,,37.54,-77.43,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"37.54, -77.43"
Ku Klos Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Virginia,TRUE,FALSE,,37.43,-78.65,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"37.43, -78.65"
ACT for America,Anti-Muslim,anti-muslim,Leesburg,Virginia,FALSE,TRUE,,39.11,-77.56,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"39.11, -77.56"
Loyal White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Richmond,Virginia,FALSE,FALSE,,37.54,-77.43,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"37.54, -77.43"
Loyal White Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Danville,Virginia,FALSE,FALSE,,36.58,-79.39,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"36.58, -79.39"
Rebel Brigade Knights True Invisible Empire,Ku Klux Klan,kkk,Martinsville,Virginia,FALSE,TRUE,,36.69,-79.87,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"36.69, -79.87"
Understanding the Threat,Anti-Muslim,anti-muslim,Vienna,Virginia,FALSE,TRUE,,38.9,-77.26,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"38.9, -77.26"
Confederate Hammerskins,Racist Skinhead,racist-skinhead,,Virginia,TRUE,FALSE,,37.43,-78.65,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"37.43, -78.65"
Einherjar's Honor Wotansvolk,Neo-Nazi,neo-nazi,,Virginia,TRUE,FALSE,,37.43,-78.65,https://www.splcenter.org/fighting-hate/extremist-files/ideology/neo-nazi,,"37.43, -78.65"
Old Dominion Knights of the Ku Klux Klan,Ku Klux Klan,kkk,,Virginia,TRUE,TRUE,,37.43,-78.65,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"37.43, -78.65"
National Policy Institute,White Nationalist,white-nationalist,Arlington,Virginia,FALSE,FALSE,,38.87,-77.1,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"38.87, -77.1"
Virginia Christian Alliance,Anti-Muslim,anti-muslim,Henrico,Virginia,FALSE,FALSE,,37.63,-77.5,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"37.63, -77.5"
American Vanguard,White Nationalist,white-nationalist,,Virginia,TRUE,FALSE,,37.43,-78.65,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"37.43, -78.65"
Northwest Front,White Nationalist,white-nationalist,Bremerton,Washington,FALSE,TRUE,,47.56,-122.63,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"47.56, -122.63"
Faith Freedom,Anti-Muslim,anti-muslim,Bellevue,Washington,FALSE,TRUE,,47.615043,-122.171757,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"47.615043, -122.171757"
Our Place Fellowship,Christian Identity,christian-identity,Colville,Washington,FALSE,TRUE,,48.544997,-117.900954,https://www.splcenter.org/fighting-hate/extremist-files/ideology/christian-identity,,"48.544997, -117.900954"
Crew 38,Racist Skinhead,racist-skinhead,,Washington,TRUE,FALSE,,47.75,-120.74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"47.75, -120.74"
Wolves of Vinland,White Nationalist,white-nationalist,,Washington,TRUE,FALSE,,47.75,-120.74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/white-nationalist,,"47.75, -120.74"
Blood and Honour America Division,Racist Skinhead,racist-skinhead,,Washington,TRUE,TRUE,Blood & Honour,47.75,-120.74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,https://www.splcenter.org/fighting-hate/extremist-files/group/blood-honour,"47.75, -120.74"
ACT for America,Anti-Muslim,anti-muslim,,Washington,TRUE,FALSE,,47.06,-122.12,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"47.06, -122.12"
ACT for America,Anti-Muslim,anti-muslim,Spokane Valley,Washington,FALSE,FALSE,,47.67,-117.23,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"47.67, -117.23"
Pacific Coast Knights of the Ku Klux Klan,Ku Klux Klan,kkk,Spokane,Washington,FALSE,FALSE,,47.65,-117.42,https://www.splcenter.org/fighting-hate/extremist-files/ideology/ku-klux-klan,,"47.65, -117.42"
Fortress of Faith,Anti-Muslim,anti-muslim,Bellingham,Washington,FALSE,FALSE,,48.74,-122.47,https://www.splcenter.org/fighting-hate/extremist-files/ideology/anti-muslim,,"48.74, -122.47"
Northwest Hammerskins,Racist Skinhead,racist-skinhead,,Washington,TRUE,FALSE,,47.75,-120.74,https://www.splcenter.org/fighting-hate/extremist-files/ideology/racist-skinhead,,"47.75, -120.74"
